WORD,MPQA,OPENER,OL,VADER
serenity,1.0,1.0,1.0,1.0
serious,-1.0,-1.0,-0.6916666666666668,-0.075
seriously,-1.0,-1.0,-0.725,-0.175
seriousness,-1.0,-1.0,-1.0,-0.05
sermonize,-1.0,-1.0,-1.0,-1.0
servitude,-1.0,-1.0,-1.0,-1.0
set-up,-1.0,-1.0,-1.0,-1.0
setback,-1.0,-1.0,-1.0,-1.0
setbacks,-1.0,-1.0,-1.0,-1.0
sete,0.7,0.7,0.7,0.7
settle,1.0,1.0,1.0,1.0
sever,-1.0,-1.0,-1.0,-1.0
severe,-1.0,-1.0,-1.0,-0.4
severed,-0.375,-0.375,-0.375,-0.375
severely,-1.0,-1.0,-0.8333333333333334,-0.5
severeness,-0.25,-0.25,-0.25,-0.25
severer,-0.4,-0.4,-0.4,-0.4
severest,-0.375,-0.375,-0.375,-0.375
severity,-1.0,-1.0,-1.0,-1.0
sexy,1.0,1.0,1.0,0.6
sfete,0.675,0.675,0.675,0.675
sgtm,0.6,0.6,0.6,0.6
sh*t,-1.0,-1.0,-1.0,-1.0
shabby,-1.0,-1.0,-1.0,-1.0
shadow,-1.0,-1.0,-1.0,-1.0
shadowy,-1.0,-1.0,-1.0,-1.0
shady,-1.0,-1.0,-1.0,-1.0
shake,-1.0,-1.0,-1.0,-0.175
shakeable,-0.075,-0.075,-0.075,-0.075
shakedown,-0.3,-0.3,-0.3,-0.3
shakedowns,-0.35,-0.35,-0.35,-0.35
shaken,-0.075,-0.075,-0.075,-0.075
shakeout,-0.325,-0.325,-0.325,-0.325
shakeouts,-0.2,-0.2,-0.2,-0.2
shakers,0.075,0.075,0.075,0.075
shakeup,-0.15,-0.15,-0.15,-0.15
shakeups,-0.125,-0.125,-0.125,-0.125
shakier,-0.225,-0.225,-0.225,-0.225
shakiest,-0.3,-0.3,-0.3,-0.3
shakily,-0.175,-0.175,-0.175,-0.175
shakiness,-0.175,-0.175,-0.175,-0.175
shaking,-0.175,-0.175,-0.175,-0.175
shaky,-1.0,-1.0,-1.0,-0.225
shallow,-1.0,-1.0,-1.0,-1.0
sham,-1.0,-1.0,-1.0,-1.0
shambles,-1.0,-1.0,-1.0,-1.0
shame,-1.0,-1.0,-1.0,-0.525
shamed,-0.65,-0.65,-0.65,-0.65
shamefaced,-0.575,-0.575,-0.575,-0.575
shamefacedly,-0.475,-0.475,-0.475,-0.475
shamefacedness,-0.5,-0.5,-0.5,-0.5
shamefast,-0.25,-0.25,-0.25,-0.25
shameful,-1.0,-1.0,-1.0,-0.55
shamefully,-1.0,-1.0,-1.0,-0.475
shamefulness,-1.0,-1.0,-1.0,-0.6
shamefulnesses,-0.575,-0.575,-0.575,-0.575
shameless,-1.0,-1.0,-1.0,-0.35
shamelessly,-1.0,-1.0,-1.0,-0.35
shamelessness,-1.0,-1.0,-1.0,-0.35
shamelessnesses,-0.5,-0.5,-0.5,-0.5
shames,-0.425,-0.425,-0.425,-0.425
share,0.3,0.3,0.3,0.3
shared,0.35,0.35,0.35,0.35
shares,0.3,0.3,0.3,0.3
sharing,0.45,0.45,0.45,0.45
shark,-1.0,-1.0,-1.0,-1.0
sharp,-1.0,-1.0,1.0,-0.3333333333333333
sharper,1.0,1.0,1.0,1.0
sharpest,1.0,1.0,1.0,1.0
sharply,-1.0,-1.0,-1.0,-1.0
shatter,-1.0,-1.0,-1.0,-1.0
shattered,-0.525,-0.525,-0.525,-0.525
sheer,-1.0,-1.0,-1.0,-1.0
shelter,1.0,1.0,1.0,1.0
shemale,-1.0,-1.0,-1.0,-1.0
shield,1.0,1.0,1.0,1.0
shimmer,1.0,1.0,-1.0,0.3333333333333333
shimmering,1.0,1.0,1.0,1.0
shimmeringly,1.0,1.0,1.0,1.0
shimmy,-1.0,-1.0,-1.0,-1.0
shine,1.0,1.0,1.0,1.0
shiny,1.0,1.0,1.0,1.0
shipwreck,-1.0,-1.0,-1.0,-1.0
shirk,-1.0,-1.0,-1.0,-1.0
shirker,-1.0,-1.0,-1.0,-1.0
shit,-0.825,-0.825,-1.0,-0.65
shitake,-0.075,-0.075,-0.075,-0.075
shitakes,-0.275,-0.275,-0.275,-0.275
shithead,-0.775,-0.775,-0.775,-0.775
shitheads,-0.65,-0.65,-0.65,-0.65
shits,-0.525,-0.525,-0.525,-0.525
shittah,0.025,0.025,0.025,0.025
shitted,-0.425,-0.425,-0.425,-0.425
shittier,-0.525,-0.525,-0.525,-0.525
shittiest,-0.85,-0.85,-0.85,-0.85
shittim,-0.15,-0.15,-0.15,-0.15
shittimwood,-0.075,-0.075,-0.075,-0.075
shitting,-0.45,-0.45,-0.45,-0.45
shitty,-0.65,-0.65,-0.65,-0.65
shiver,-1.0,-1.0,-1.0,-1.0
shock,-1.0,-1.0,-1.0,-0.4
shockable,-0.25,-0.25,-0.25,-0.25
shocked,-0.6625,-0.6625,-1.0,-0.325
shocker,-0.15,-0.15,-0.15,-0.15
shockers,-0.275,-0.275,-0.275,-0.275
shocking,-1.0,-1.0,-1.0,-0.425
shockingly,-1.0,-1.0,-1.0,-0.175
shockproof,0.325,0.325,0.325,0.325
shocks,-0.4,-0.4,-0.4,-0.4
shoddy,-1.0,-1.0,-1.0,-1.0
shook,-0.1,-0.1,-0.1,-0.1
shoot,-0.35,-0.35,-0.35,-0.35
short-lived,-1.0,-1.0,-1.0,-1.0
short-sighted,-0.3,-0.3,-0.3,-0.3
short-sightedness,-0.275,-0.275,-0.275,-0.275
shortage,-1.0,-1.0,-1.0,-0.25
shortages,-0.15,-0.15,-0.15,-0.15
shortchange,-1.0,-1.0,-1.0,-1.0
shortcoming,-1.0,-1.0,-1.0,-1.0
shortcomings,-1.0,-1.0,-1.0,-1.0
shortness,-1.0,-1.0,-1.0,-1.0
shortsighted,-1.0,-1.0,-1.0,-1.0
shortsightedness,-1.0,-1.0,-1.0,-1.0
should,0.0,0.0,0.0,0.0
show,0.0,0.0,0.0,0.0
showdown,-1.0,-1.0,-1.0,-1.0
shred,-1.0,-1.0,-1.0,-1.0
shrew,-1.0,-1.0,-1.0,-0.225
shrewd,1.0,1.0,1.0,1.0
shrewdly,1.0,1.0,1.0,1.0
shrewdness,1.0,1.0,1.0,1.0
shriek,-1.0,-1.0,-1.0,-1.0
shrill,-1.0,-1.0,-1.0,-1.0
shrilly,-1.0,-1.0,-1.0,-1.0
shrivel,-1.0,-1.0,-1.0,-1.0
shroud,-1.0,-1.0,-1.0,-1.0
shrouded,-1.0,-1.0,-1.0,-1.0
shrug,-1.0,-1.0,-1.0,-1.0
shun,-1.0,-1.0,-1.0,-1.0
shunned,-1.0,-1.0,-1.0,-1.0
shy,-1.0,-1.0,-0.75,-0.25
shyer,-0.2,-0.2,-0.2,-0.2
shying,-0.225,-0.225,-0.225,-0.225
shylock,-0.525,-0.525,-0.525,-0.525
shylocked,-0.175,-0.175,-0.175,-0.175
shylocking,-0.375,-0.375,-0.375,-0.375
shylocks,-0.35,-0.35,-0.35,-0.35
shyly,-1.0,-1.0,-0.725,-0.175
shyness,-1.0,-1.0,-0.775,-0.325
shynesses,-0.3,-0.3,-0.3,-0.3
shyster,-0.4,-0.4,-0.4,-0.4
shysters,-0.225,-0.225,-0.225,-0.225
sick,-1.0,-1.0,-1.0,-0.575
sicken,-1.0,-1.0,-1.0,-0.475
sickened,-0.625,-0.625,-0.625,-0.625
sickener,-0.55,-0.55,-0.55,-0.55
sickeners,-0.55,-0.55,-0.55,-0.55
sickening,-1.0,-1.0,-1.0,-0.6
sickeningly,-1.0,-1.0,-1.0,-0.525
sickens,-0.5,-0.5,-0.5,-0.5
sickly,-1.0,-1.0,-1.0,-1.0
sickness,-1.0,-1.0,-1.0,-1.0
sidetrack,-1.0,-1.0,-1.0,-1.0
sidetracked,-1.0,-1.0,-1.0,-1.0
siege,-1.0,-1.0,-1.0,-1.0
sigh,0.025,0.025,0.025,0.025
signals,0.0,0.0,0.0,0.0
significance,1.0,1.0,0.7583333333333333,0.275
significant,1.0,1.0,1.0,0.2
signify,1.0,1.0,1.0,1.0
silencing,-0.125,-0.125,-0.125,-0.125
silent,1.0,1.0,1.0,1.0
sillibub,-0.025,-0.025,-0.025,-0.025
sillier,0.25,0.25,0.25,0.25
sillies,0.2,0.2,0.2,0.2
silliest,0.2,0.2,0.2,0.2
sillily,-1.0,-1.0,-1.0,-0.025
sillimanite,0.025,0.025,0.025,0.025
sillimanites,0.05,0.05,0.05,0.05
silliness,-0.225,-0.225,-0.225,-0.225
sillinesses,-0.3,-0.3,-0.3,-0.3
silly,-1.0,-1.0,-1.0,0.025
simmer,-1.0,-1.0,-1.0,-1.0
simple,1.0,1.0,1.0,1.0
simpler,1.0,1.0,1.0,1.0
simplest,1.0,1.0,1.0,1.0
simplicity,1.0,1.0,1.0,1.0
simplified,1.0,1.0,1.0,1.0
simplifies,1.0,1.0,1.0,1.0
simplify,1.0,1.0,1.0,1.0
simplifying,1.0,1.0,1.0,1.0
simplistic,-1.0,-1.0,-1.0,-1.0
simplistically,-1.0,-1.0,-1.0,-1.0
simply,0.0,0.0,0.0,0.0
sin,-1.0,-1.0,-1.0,-0.65
sincere,1.0,1.0,1.0,0.425
sincerely,1.0,1.0,1.0,0.525
sincereness,0.45,0.45,0.45,0.45
sincerer,0.5,0.5,0.5,0.5
sincerest,0.5,0.5,0.5,0.5
sincerities,0.375,0.375,0.375,0.375
sincerity,1.0,1.0,1.0,1.0
sinful,-1.0,-1.0,-1.0,-0.65
sinfully,-1.0,-1.0,-1.0,-1.0
singleminded,0.3,0.3,0.3,0.3
sinister,-1.0,-1.0,-1.0,-0.725
sinisterly,-1.0,-1.0,-1.0,-1.0
sink,-1.0,-1.0,-1.0,-1.0
sinking,-1.0,-1.0,-1.0,-1.0
sins,-0.5,-0.5,-0.5,-0.5
skeletons,-1.0,-1.0,-1.0,-1.0
skeptic,-0.6125,-0.6125,-1.0,-0.225
skeptical,-1.0,-1.0,-1.0,-0.325
skeptically,-1.0,-1.0,-1.0,-0.3
skepticism,-1.0,-1.0,-1.0,-0.25
skepticisms,-0.3,-0.3,-0.3,-0.3
skeptics,-0.1,-0.1,-0.1,-0.1
sketchy,-1.0,-1.0,-1.0,-1.0
skill,1.0,1.0,1.0,1.0
skilled,1.0,1.0,1.0,1.0
skillful,1.0,1.0,1.0,1.0
skillfully,1.0,1.0,1.0,1.0
skimpy,-1.0,-1.0,-1.0,-1.0
skinny,-1.0,-1.0,-1.0,-1.0
skittish,-1.0,-1.0,-1.0,-1.0
skittishly,-1.0,-1.0,-1.0,-1.0
skulk,-1.0,-1.0,-1.0,-1.0
skyrocketing,-1.0,-1.0,-1.0,-1.0
slack,-1.0,-1.0,-1.0,-1.0
slam,-0.4,-0.4,-0.4,-0.4
slammin,1.0,1.0,1.0,1.0
slander,-1.0,-1.0,-1.0,-1.0
slanderer,-1.0,-1.0,-1.0,-1.0
slanderous,-1.0,-1.0,-1.0,-1.0
slanderously,-1.0,-1.0,-1.0,-1.0
slanders,-1.0,-1.0,-1.0,-1.0
slap,-1.0,-1.0,-1.0,0.15
slash,-0.275,-0.275,-0.275,-0.275
slashed,-0.225,-0.225,-0.225,-0.225
slashes,-0.2,-0.2,-0.2,-0.2
slashing,-1.0,-1.0,-1.0,-0.275
slaughter,-1.0,-1.0,-1.0,-1.0
slaughtered,-1.0,-1.0,-1.0,-1.0
slave,-1.0,-1.0,-1.0,-1.0
slavery,-0.95,-0.95,-0.95,-0.95
slaves,-1.0,-1.0,-1.0,-1.0
slaw,0.525,0.525,0.525,0.525
sleazy,-1.0,-1.0,-1.0,-1.0
sleek,1.0,1.0,1.0,1.0
sleeplessness,-0.4,-0.4,-0.4,-0.4
sleepy,0.0,0.0,0.0,0.0
slender,1.0,1.0,1.0,1.0
slick,1.0,1.0,1.0,1.0
slicker,0.1,0.1,0.1,0.1
slickest,0.075,0.075,0.075,0.075
slight,-1.0,-1.0,-1.0,-1.0
slightly,-1.0,-1.0,-1.0,-1.0
slim,1.0,1.0,1.0,1.0
slime,-1.0,-1.0,-1.0,-1.0
slog,-1.0,-1.0,-1.0,-1.0
slogged,-1.0,-1.0,-1.0,-1.0
slogging,-1.0,-1.0,-1.0,-1.0
slogs,-1.0,-1.0,-1.0,-1.0
sloooooooooooooow,-1.0,-1.0,-1.0,-1.0
sloooow,-1.0,-1.0,-1.0,-1.0
slooow,-1.0,-1.0,-1.0,-1.0
sloow,-1.0,-1.0,-1.0,-1.0
sloppily,-1.0,-1.0,-1.0,-1.0
sloppy,-1.0,-1.0,-1.0,-1.0
sloth,-1.0,-1.0,-1.0,-1.0
slothful,-1.0,-1.0,-1.0,-1.0
slow,-1.0,-1.0,-1.0,-1.0
slow-moving,-1.0,-1.0,-1.0,-1.0
slowed,-1.0,-1.0,-1.0,-1.0
slower,-1.0,-1.0,-1.0,-1.0
slowest,-1.0,-1.0,-1.0,-1.0
slowly,-1.0,-1.0,-1.0,-1.0
sloww,-1.0,-1.0,-1.0,-1.0
slowww,-1.0,-1.0,-1.0,-1.0
slowwww,-1.0,-1.0,-1.0,-1.0
slug,-1.0,-1.0,-1.0,-1.0
sluggish,-1.0,-1.0,-1.0,-0.425
slump,-1.0,-1.0,-1.0,-1.0
slumping,-1.0,-1.0,-1.0,-1.0
slumpping,-1.0,-1.0,-1.0,-1.0
slur,-1.0,-1.0,-1.0,-1.0
slut,-0.85,-0.85,-1.0,-0.7
sluts,-0.8375,-0.8375,-1.0,-0.675
sluttier,-0.675,-0.675,-0.675,-0.675
sluttiest,-0.775,-0.775,-0.775,-0.775
sluttish,-0.55,-0.55,-0.55,-0.55
sluttishly,-0.525,-0.525,-0.525,-0.525
sluttishness,-0.625,-0.625,-0.625,-0.625
sluttishnesses,-0.5,-0.5,-0.5,-0.5
slutty,-0.575,-0.575,-0.575,-0.575
sly,-1.0,-1.0,-1.0,-1.0
smack,-1.0,-1.0,-1.0,-1.0
smallish,-1.0,-1.0,-1.0,-1.0
smart,1.0,1.0,1.0,0.425
smartass,-0.525,-0.525,-0.525,-0.525
smartasses,-0.425,-0.425,-0.425,-0.425
smarted,0.175,0.175,0.175,0.175
smarten,0.475,0.475,0.475,0.475
smartened,0.375,0.375,0.375,0.375
smartening,0.425,0.425,0.425,0.425
smartens,0.375,0.375,0.375,0.375
smarter,1.0,1.0,1.0,0.5
smartest,1.0,1.0,1.0,0.75
smartie,0.325,0.325,0.325,0.325
smarties,0.425,0.425,0.425,0.425
smarting,-0.175,-0.175,-0.175,-0.175
smartly,1.0,1.0,1.0,0.375
smartness,0.5,0.5,0.5,0.5
smartnesses,0.375,0.375,0.375,0.375
smarts,0.4,0.4,0.4,0.4
smartweed,0.05,0.05,0.05,0.05
smartweeds,0.025,0.025,0.025,0.025
smarty,0.275,0.275,0.275,0.275
smash,-1.0,-1.0,-1.0,-1.0
smear,-1.0,-1.0,-1.0,-0.375
smell,-1.0,-1.0,-1.0,-1.0
smelled,-1.0,-1.0,-1.0,-1.0
smelling,-1.0,-1.0,-1.0,-1.0
smells,-1.0,-1.0,-1.0,-1.0
smelly,-1.0,-1.0,-1.0,-1.0
smelt,-1.0,-1.0,-1.0,-1.0
smh,-0.325,-0.325,-0.325,-0.325
smilax,0.15,0.15,0.15,0.15
smilaxes,0.075,0.075,0.075,0.075
smile,1.0,1.0,1.0,0.375
smiled,0.625,0.625,0.625,0.625
smileless,-0.35,-0.35,-0.35,-0.35
smiler,0.425,0.425,0.425,0.425
smiles,0.7625,0.7625,1.0,0.525
smiley,0.425,0.425,0.425,0.425
smileys,0.375,0.375,0.375,0.375
smiling,1.0,1.0,1.0,0.5
smilingly,1.0,1.0,1.0,0.575
smitten,1.0,1.0,1.0,1.0
smog,-0.3,-0.3,-0.3,-0.3
smoke,-1.0,-1.0,-1.0,-1.0
smokescreen,-1.0,-1.0,-1.0,-1.0
smolder,-1.0,-1.0,-1.0,-1.0
smoldering,-1.0,-1.0,-1.0,-1.0
smooth,1.0,1.0,1.0,1.0
smoother,1.0,1.0,1.0,1.0
smoothes,1.0,1.0,1.0,1.0
smoothest,1.0,1.0,1.0,1.0
smoothly,1.0,1.0,1.0,1.0
smother,-1.0,-1.0,-1.0,-0.45
smothered,-0.225,-0.225,-0.225,-0.225
smothering,-0.35,-0.35,-0.35,-0.35
smothers,-0.475,-0.475,-0.475,-0.475
smothery,-0.275,-0.275,-0.275,-0.275
smoulder,-1.0,-1.0,-1.0,-1.0
smouldering,-1.0,-1.0,-1.0,-1.0
smudge,-1.0,-1.0,-1.0,-1.0
smudged,-1.0,-1.0,-1.0,-1.0
smudges,-1.0,-1.0,-1.0,-1.0
smudging,-1.0,-1.0,-1.0,-1.0
smug,-1.0,-1.0,-1.0,0.2
smugger,-0.25,-0.25,-0.25,-0.25
smuggest,-0.375,-0.375,-0.375,-0.375
smuggle,-0.4,-0.4,-0.4,-0.4
smuggled,-0.375,-0.375,-0.375,-0.375
smuggler,-0.525,-0.525,-0.525,-0.525
smugglers,-0.35,-0.35,-0.35,-0.35
smuggles,-0.425,-0.425,-0.425,-0.425
smuggling,-0.525,-0.525,-0.525,-0.525
smugly,-1.0,-1.0,-1.0,0.05
smugness,-0.35,-0.35,-0.35,-0.35
smugnesses,-0.425,-0.425,-0.425,-0.425
smut,-1.0,-1.0,-1.0,-1.0
smuttier,-1.0,-1.0,-1.0,-1.0
smuttiest,-1.0,-1.0,-1.0,-1.0
smutty,-1.0,-1.0,-1.0,-1.0
snafu,-0.625,-0.625,-0.625,-0.625
snag,-1.0,-1.0,-1.0,-1.0
snagged,-1.0,-1.0,-1.0,-1.0
snagging,-1.0,-1.0,-1.0,-1.0
snags,-1.0,-1.0,-1.0,-1.0
snappish,-1.0,-1.0,-1.0,-1.0
snappishly,-1.0,-1.0,-1.0,-1.0
snappy,1.0,1.0,1.0,1.0
snare,-1.0,-1.0,-1.0,-1.0
snarky,-1.0,-1.0,-1.0,-1.0
snarl,-1.0,-1.0,-1.0,-1.0
snatch,-1.0,-1.0,-1.0,-1.0
snazzy,1.0,1.0,1.0,1.0
sneak,-1.0,-1.0,-1.0,-1.0
sneakily,-1.0,-1.0,-1.0,-1.0
sneaky,-1.0,-1.0,-1.0,-0.225
sneer,-1.0,-1.0,-1.0,-1.0
sneering,-1.0,-1.0,-1.0,-1.0
sneeringly,-1.0,-1.0,-1.0,-1.0
snob,-0.75,-0.75,-1.0,-0.5
snobbery,-0.5,-0.5,-0.5,-0.5
snobbier,-0.175,-0.175,-0.175,-0.175
snobbiest,-0.125,-0.125,-0.125,-0.125
snobbily,-0.4,-0.4,-0.4,-0.4
snobbish,-0.6125,-0.6125,-1.0,-0.225
snobbishly,-0.3,-0.3,-0.3,-0.3
snobbishness,-0.275,-0.275,-0.275,-0.275
snobbishnesses,-0.425,-0.425,-0.425,-0.425
snobbism,-0.25,-0.25,-0.25,-0.25
snobbisms,-0.075,-0.075,-0.075,-0.075
snobby,-0.7125,-0.7125,-1.0,-0.425
snobish,-1.0,-1.0,-1.0,-1.0
snobs,-0.675,-0.675,-1.0,-0.35
snub,-1.0,-1.0,-1.0,-0.45
snubbed,-0.5,-0.5,-0.5,-0.5
snubbing,-0.225,-0.225,-0.225,-0.225
snubs,-0.525,-0.525,-0.525,-0.525
so,0.0,0.0,0.0,0.0
so-cal,-1.0,-1.0,-1.0,-1.0
so-called,-1.0,-1.0,-1.0,-1.0
soapy,-1.0,-1.0,-1.0,-1.0
sob,-1.0,-1.0,-1.0,-0.475
sobbed,-0.475,-0.475,-0.475,-0.475
sobbing,-0.4,-0.4,-0.4,-0.4
sober,-1.0,-1.0,-1.0,-1.0
sobering,-1.0,-1.0,-1.0,-0.2
sobs,-0.625,-0.625,-0.625,-0.625
sociabilities,0.3,0.3,0.3,0.3
sociability,0.275,0.275,0.275,0.275
sociable,1.0,1.0,1.0,0.475
sociableness,0.375,0.375,0.375,0.375
sociably,0.4,0.4,0.4,0.4
soft,1.0,1.0,1.0,1.0
soft-spoken,1.0,1.0,1.0,1.0
soften,1.0,1.0,1.0,1.0
softer,1.0,1.0,1.0,1.0
sok,0.325,0.325,0.325,0.325
solace,1.0,1.0,1.0,1.0
solemn,-1.0,-1.0,-1.0,-0.075
solemnified,-0.125,-0.125,-0.125,-0.125
solemnifies,-0.125,-0.125,-0.125,-0.125
solemnify,0.075,0.075,0.075,0.075
solemnifying,0.025,0.025,0.025,0.025
solemnities,0.075,0.075,0.075,0.075
solemnity,-0.275,-0.275,-0.275,-0.275
solemnization,0.175,0.175,0.175,0.175
solemnize,0.075,0.075,0.075,0.075
solemnized,-0.175,-0.175,-0.175,-0.175
solemnizes,0.15,0.15,0.15,0.15
solemnizing,-0.15,-0.15,-0.15,-0.15
solemnly,0.2,0.2,0.2,0.2
solicitous,1.0,1.0,1.0,1.0
solicitously,1.0,1.0,1.0,1.0
solicitude,1.0,1.0,-1.0,0.3333333333333333
solid,1.0,1.0,1.0,0.15
solidarity,1.0,1.0,1.0,0.3
soliloquize,0.0,0.0,0.0,0.0
solution,0.325,0.325,0.325,0.325
solutions,0.175,0.175,0.175,0.175
solve,0.2,0.2,0.2,0.2
solved,0.275,0.275,0.275,0.275
solves,0.275,0.275,0.275,0.275
solving,0.35,0.35,0.35,0.35
somber,-1.0,-1.0,-1.0,-0.45
son-of-a-bitch,-0.675,-0.675,-0.675,-0.675
soothe,1.0,1.0,1.0,0.375
soothed,0.125,0.125,0.125,0.125
soothing,0.325,0.325,0.325,0.325
soothingly,1.0,1.0,1.0,1.0
sophisticated,1.0,1.0,1.0,0.65
sore,-1.0,-1.0,-1.0,-0.375
sorely,-1.0,-1.0,-1.0,-1.0
soreness,-1.0,-1.0,-1.0,-1.0
sorrow,-1.0,-1.0,-1.0,-0.6
sorrowed,-0.6,-0.6,-0.6,-0.6
sorrower,-0.575,-0.575,-0.575,-0.575
sorrowful,-1.0,-1.0,-1.0,-0.55
sorrowfully,-1.0,-1.0,-1.0,-0.575
sorrowfulness,-0.625,-0.625,-0.625,-0.625
sorrowing,-0.425,-0.425,-0.425,-0.425
sorrows,-0.4,-0.4,-0.4,-0.4
sorry,-1.0,-1.0,-1.0,-0.075
soulful,1.0,1.0,1.0,1.0
soulmate,0.725,0.725,0.725,0.725
sound,1.0,1.0,1.0,1.0
sounding,-1.0,-1.0,-1.0,-1.0
soundly,1.0,1.0,1.0,1.0
soundness,1.0,1.0,1.0,1.0
sour,-1.0,-1.0,-1.0,-1.0
sourly,-1.0,-1.0,-1.0,-1.0
sovereignty,0.0,0.0,0.0,0.0
spacious,1.0,1.0,1.0,1.0
spade,-1.0,-1.0,-1.0,-1.0
spam,-0.375,-0.375,-0.375,-0.375
spammer,-0.55,-0.55,-0.55,-0.55
spammers,-0.4,-0.4,-0.4,-0.4
spamming,-0.525,-0.525,-0.525,-0.525
spank,-1.0,-1.0,-1.0,-1.0
spare,1.0,1.0,1.0,1.0
sparing,1.0,1.0,1.0,1.0
sparingly,1.0,1.0,1.0,1.0
spark,0.225,0.225,0.225,0.225
sparkle,1.0,1.0,1.0,0.45
sparkles,0.325,0.325,0.325,0.325
sparkling,1.0,1.0,1.0,0.3
special,1.0,1.0,0.8083333333333332,0.425
specific,0.0,0.0,0.0,0.0
specifically,0.0,0.0,0.0,0.0
spectacular,1.0,1.0,1.0,1.0
spectacularly,1.0,1.0,1.0,1.0
speculate,0.0,0.0,0.0,0.0
speculation,0.0,0.0,0.0,0.0
speculative,0.1,0.1,0.1,0.1
speedily,1.0,1.0,1.0,1.0
speedy,1.0,1.0,1.0,1.0
spellbind,1.0,1.0,1.0,1.0
spellbinding,1.0,1.0,1.0,1.0
spellbindingly,1.0,1.0,1.0,1.0
spellbound,1.0,1.0,1.0,1.0
spendy,-1.0,-1.0,-1.0,-1.0
spew,-1.0,-1.0,-1.0,-1.0
spewed,-1.0,-1.0,-1.0,-1.0
spewing,-1.0,-1.0,-1.0,-1.0
spews,-1.0,-1.0,-1.0,-1.0
spilling,-1.0,-1.0,-1.0,-1.0
spinster,-1.0,-1.0,-1.0,-1.0
spirit,1.0,1.0,0.725,0.175
spirited,1.0,1.0,1.0,0.325
spiritless,-1.0,-1.0,-1.0,-0.325
spiritual,1.0,1.0,1.0,1.0
spite,-1.0,-1.0,-1.0,-0.6
spited,-0.6,-0.6,-0.6,-0.6
spiteful,-1.0,-1.0,-1.0,-0.475
spitefully,-1.0,-1.0,-1.0,-0.575
spitefulness,-1.0,-1.0,-1.0,-0.375
spitefulnesses,-0.575,-0.575,-0.575,-0.575
spites,-0.35,-0.35,-0.35,-0.35
splatter,-1.0,-1.0,-1.0,-1.0
splayed-finger,0.0,0.0,0.0,0.0
splendent,0.675,0.675,0.675,0.675
splendid,1.0,1.0,1.0,0.7
splendidly,1.0,1.0,1.0,0.525
splendidness,0.575,0.575,0.575,0.575
splendiferous,0.65,0.65,0.65,0.65
splendiferously,0.475,0.475,0.475,0.475
splendiferousness,0.425,0.425,0.425,0.425
splendor,1.0,1.0,1.0,0.75
splendorous,0.55,0.55,0.55,0.55
splendors,0.5,0.5,0.5,0.5
splendour,0.55,0.55,0.55,0.55
splendours,0.55,0.55,0.55,0.55
splendrous,0.55,0.55,0.55,0.55
split,-1.0,-1.0,-1.0,-1.0
splitting,-1.0,-1.0,-1.0,-1.0
spoil,-1.0,-1.0,-1.0,-1.0
spoilage,-1.0,-1.0,-1.0,-1.0
spoilages,-1.0,-1.0,-1.0,-1.0
spoiled,-1.0,-1.0,-1.0,-1.0
spoilled,-1.0,-1.0,-1.0,-1.0
spoils,-1.0,-1.0,-1.0,-1.0
spontaneous,1.0,1.0,1.0,1.0
spook,-1.0,-1.0,-1.0,-1.0
spookier,-1.0,-1.0,-1.0,-1.0
spookiest,-1.0,-1.0,-1.0,-1.0
spookily,-1.0,-1.0,-1.0,-1.0
spooky,-1.0,-1.0,-1.0,-1.0
spoon-fed,-1.0,-1.0,-1.0,-1.0
spoon-feed,-1.0,-1.0,-1.0,-1.0
spoonfed,-1.0,-1.0,-1.0,-1.0
sporadic,-1.0,-1.0,-1.0,-1.0
sporty,1.0,1.0,1.0,1.0
spot,-1.0,-1.0,-1.0,-1.0
spotless,1.0,1.0,1.0,1.0
spotty,-1.0,-1.0,-1.0,-1.0
sprightly,1.0,1.0,1.0,0.5
spur,1.0,1.0,1.0,1.0
spurious,-1.0,-1.0,-1.0,-1.0
spurn,-1.0,-1.0,-1.0,-1.0
sputter,-1.0,-1.0,-1.0,-1.0
squabble,-1.0,-1.0,-1.0,-1.0
squabbling,-1.0,-1.0,-1.0,-1.0
squander,-1.0,-1.0,-1.0,-1.0
squarely,1.0,1.0,1.0,1.0
squash,-1.0,-1.0,-1.0,-1.0
squeak,-1.0,-1.0,-1.0,-1.0
squeaks,-1.0,-1.0,-1.0,-1.0
squeaky,-1.0,-1.0,-1.0,-1.0
squeal,-1.0,-1.0,-1.0,-1.0
squealing,-1.0,-1.0,-1.0,-1.0
squeals,-1.0,-1.0,-1.0,-1.0
squelched,-0.25,-0.25,-0.25,-0.25
squirm,-1.0,-1.0,-1.0,-1.0
stab,-1.0,-1.0,-1.0,-0.7
stabbed,-0.475,-0.475,-0.475,-0.475
stability,1.0,1.0,1.0,1.0
stabilize,1.0,1.0,1.0,1.0
stable,1.0,1.0,1.0,0.3
stabs,-0.475,-0.475,-0.475,-0.475
stagger,-1.0,-1.0,-1.0,-1.0
staggering,-1.0,-1.0,-1.0,-1.0
staggeringly,-1.0,-1.0,-1.0,-1.0
stagnant,-1.0,-1.0,-1.0,-1.0
stagnate,-1.0,-1.0,-1.0,-1.0
stagnation,-1.0,-1.0,-1.0,-1.0
staid,-1.0,-1.0,-1.0,-1.0
stain,-1.0,-1.0,-1.0,-1.0
stainless,1.0,1.0,1.0,1.0
stains,-1.0,-1.0,-1.0,-1.0
